João Soares acusa Sérgio Sousa Pinto de mentir sobre declarações à SIC	ent1_opposes_ent2		2004-08-02 18:36:00	http://www.publico.pt/1200391	João Soares	Sérgio Sousa Pinto	https://www.wikidata.org/wiki/Q1340708	https://www.wikidata.org/wiki/Q7666117
Mário Soares diz que Souto Moura não tem condições para continuar no cargo	ent1_opposes_ent2		2004-08-18 08:36:00	http://www.publico.pt/1201457	Mário Soares	Souto Moura	https://www.wikidata.org/wiki/Q156781	https://www.wikidata.org/wiki/Q10308688
Ministro Gomes da Silva considera demagógicas críticas de Sócrates às nomeações	ent1_opposes_ent2		2004-08-22 17:03:00	http://www.publico.pt/1201801	Gomes da Silva	Sócrates	https://www.wikidata.org/wiki/Q16940727	https://www.wikidata.org/wiki/Q182367
João Soares volta a criticar Santana por não cumprir promessas em Lisboa	ent1_opposes_ent2		2004-08-23 13:43:00	http://www.publico.pt/1201847	João Soares	Santana	https://www.wikidata.org/wiki/Q1340708	https://www.wikidata.org/wiki/Q239248
Manuel Alegre considera "muito estranho" Sócrates recusar debates a dois	ent1_opposes_ent2		2004-08-29 14:15:00	http://www.publico.pt/1202336	Manuel Alegre	Sócrates	https://www.wikidata.org/wiki/Q737410	https://www.wikidata.org/wiki/Q182367
Jorge Sampaio recebe Santana Lopes em Belém	meet_together		2004-09-01 13:56:00	http://www.publico.pt/1202560	Jorge Sampaio	Santana Lopes	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q239248
Jorge Sampaio envia mensagem de solidariedade a Vladimir Putin	ent1_supports_ent2		2004-09-02 13:39:00	http://www.publico.pt/1202636	Jorge Sampaio	Vladimir Putin	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q7747
PS: Alegre e Soares ao ataque, Sócrates preocupado com imagem de moderação	other		2004-09-07 07:49:00	http://www.publico.pt/1202951	Soares	Sócrates	https://www.wikidata.org/wiki/Q156781	https://www.wikidata.org/wiki/Q182367
Alberto João Jardim diz que Portas é "hipócrita" e "desleal"	ent1_opposes_ent2		2004-09-08 07:48:00	http://www.publico.pt/1203026	Alberto João Jardim	Portas	https://www.wikidata.org/wiki/Q784504	https://www.wikidata.org/wiki/Q58161
João Soares diz que Sócrates não passa à segunda volta	ent1_opposes_ent2		2004-09-12 11:08:00	http://www.publico.pt/1203308	João Soares	Sócrates	https://www.wikidata.org/wiki/Q1340708	https://www.wikidata.org/wiki/Q182367
Nobre Guedes não compreende críticas de Álvaro Barreto	ent2_opposes_ent1		2004-09-15 10:30:00	http://www.publico.pt/1203514	Guedes	Álvaro Barreto	https://www.wikidata.org/wiki/Q10321580	https://www.wikidata.org/wiki/Q10395757
Santana Lopes vai condecorar Frank Carlucci com a Ordem do Infante	ent1_supports_ent2		2004-09-20 13:37:00	http://www.publico.pt/1203914	Santana Lopes	Frank Carlucci	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q518861
Congresso do PS: Manuel Alegre rejeita fusão de listas com João Soares	more_entities		2004-09-28 13:49:00	http://www.publico.pt/1204584	Manuel Alegre	João Soares	https://www.wikidata.org/wiki/Q737410	https://www.wikidata.org/wiki/Q1340708
Almeida Santos defende continuidade de Seguro na liderança da bancada PS	ent1_supports_ent2		2004-09-28 18:35:00	http://www.publico.pt/1204613	Almeida Santos	Seguro	https://www.wikidata.org/wiki/Q611579	http://www.wikidata.org/entity/Q1580316
Concurso de professores: Carlos Carvalhas defende demissão de Santana Lopes	ent1_opposes_ent2		2004-09-28 20:25:00	http://www.publico.pt/1204625	Carlos Carvalhas	Santana Lopes	https://www.wikidata.org/wiki/Q1042803	https://www.wikidata.org/wiki/Q239248
Congresso do PS: Manuel Alegre apresenta lista paritária e Soares pondera não ir a votos	other		2004-09-30 11:29:00	http://www.publico.pt/1204789	Manuel Alegre	Soares	https://www.wikidata.org/wiki/Q737410	https://www.wikidata.org/wiki/Q156781
José Sócrates manifesta confiança em António José Seguro	ent1_supports_ent2		2004-09-30 15:20:00	http://www.publico.pt/1204809	José Sócrates	António José Seguro	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q1580316
Alegre acusa Gama de ser mais de direita do que Cavaco Silva	ent1_opposes_ent2		2004-10-02 13:43:00	http://www.publico.pt/1204970	Alegre	Gama	https://www.wikidata.org/wiki/Q737410	https://www.wikidata.org/wiki/Q472589
Manuel Alegre promete colaborar com a direcção de José Sócrates	ent1_supports_ent2		2004-10-02 14:28:00	http://www.publico.pt/1204972	Manuel Alegre	José Sócrates	https://www.wikidata.org/wiki/Q737410	https://www.wikidata.org/wiki/Q182367
Sócrates satisfeito por Narciso e Seabra saírem da sua lista	more_entities		2004-10-03 13:17:00	http://www.publico.pt/1205017	Sócrates	Narciso	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q10335529
Rui Gomes da Silva: José Sócrates "não consegue pensar"	ent1_opposes_ent2		2004-10-05 08:44:00	http://www.publico.pt/1205149	Rui Gomes da Silva	José Sócrates	https://www.wikidata.org/wiki/Q16940727	https://www.wikidata.org/wiki/Q182367
Sócrates consuma ruptura com Manuel Alegre	ent1_opposes_ent2		2004-10-05 10:34:00	http://www.publico.pt/1205153	Sócrates	Manuel Alegre	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q737410
Gomes da Silva diz que "ninguém quis calar" Marcelo Rebelo de Sousa	other		2004-10-06 19:18:00	http://www.publico.pt/1205268	Gomes da Silva	Marcelo Rebelo de Sousa	https://www.wikidata.org/wiki/Q16940727	https://www.wikidata.org/wiki/Q6756617
Marques Mendes lamenta "pressões" contra Marcelo Rebelo de Sousa	ent1_supports_ent2		2004-10-07 00:27:00	http://www.publico.pt/1205282	Marques Mendes	Marcelo Rebelo de Sousa	https://www.wikidata.org/wiki/Q550243	https://www.wikidata.org/wiki/Q6756617
Jorge Sampaio recebe hoje Marcelo Rebelo de Sousa	meet_together		2004-10-07 09:39:00	http://www.publico.pt/1205300	Jorge Sampaio	Marcelo Rebelo de Sousa	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q6756617
Rui Oliveira e Costa diz ter sido ameaçado pelo ministro Rui Gomes da Silva	ent2_opposes_ent1		2004-10-09 14:56:00	http://www.publico.pt/1205491	Rui Oliveira e Costa	Rui Gomes da Silva	None	https://www.wikidata.org/wiki/Q16940727
Miguel Relvas diz que José Sócrates deve sugerir em vez de criticar	ent1_opposes_ent2		2004-10-09 15:58:00	http://www.publico.pt/1205493	Miguel Relvas	José Sócrates	https://www.wikidata.org/wiki/Q527722	https://www.wikidata.org/wiki/Q182367
Jacinto Serrão: Santana Lopes já ganhou os tiques de Jardim	ent1_opposes_ent2		2004-10-10 11:19:00	http://www.publico.pt/1205528	Jacinto Serrão	Santana Lopes	None	https://www.wikidata.org/wiki/Q239248
Sampaio recusa comentar mensagem de Santana Lopes alegando ter de ser "centro da serenidade"	other		2004-10-12 22:40:00	http://www.publico.pt/1205719	Sampaio	Santana Lopes	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q239248
José Sócrates: Santana Lopes "não tem jeito para ser primeiro-ministro"	ent1_opposes_ent2		2004-10-14 15:51:00	http://www.publico.pt/1205874	José Sócrates	Santana Lopes	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q239248
Louçã sugere que João Jardim pressionou saída de coordenador da PJ	ent1_opposes_ent2		2004-10-14 17:22:00	http://www.publico.pt/1205893	Louçã	João Jardim	https://www.wikidata.org/wiki/Q1442096	https://www.wikidata.org/wiki/Q784504
Paes do Amaral nega pressões do Governo para a saída de Marcelo Rebelo de Sousa	more_entities		2004-10-25 15:36:00	http://www.publico.pt/1206699	Paes do Amaral	Marcelo Rebelo de Sousa	https://www.wikidata.org/wiki/Q3302199	https://www.wikidata.org/wiki/Q6756617
Jorge Sampaio espera que reeleição de Bush tenha "nova acuidade"	other		2004-11-03 16:01:00	http://www.publico.pt/1207477	Jorge Sampaio	Bush	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q207
Jorge Sampaio diz que Arafat será recordado como um lutador	ent1_supports_ent2		2004-11-11 09:52:00	http://www.publico.pt/1208138	Jorge Sampaio	Arafat	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q34211
António Monteiro vai representar Portugal no funeral de Arafat	other		2004-11-11 13:07:00	http://www.publico.pt/1208152	António Monteiro	Arafat	https://www.wikidata.org/wiki/Q2857765	https://www.wikidata.org/wiki/Q34211
Santana Lopes declara apoio a eventual candidatura de Cavaco	ent1_supports_ent2		2004-11-12 22:23:00	http://www.publico.pt/1208303	Santana Lopes	Cavaco	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q57398
Jerónimo de Sousa não confirma nem desmente ser o sucessor de Carlos Carvalhas	other		2004-11-15 07:32:00	http://www.publico.pt/1208410	Jerónimo de Sousa	Carlos Carvalhas	https://www.wikidata.org/wiki/Q1688029	https://www.wikidata.org/wiki/Q1042803
Sofia Galvão substitui Domingos Jerónimo na secretaria de Estado da Presidência	ent1_replaces_ent2		2004-11-20 07:46:00	http://www.publico.pt/1208873	Sofia Galvão	Domingos Jerónimo	https://www.wikidata.org/wiki/Q10293444	None
Sócrates reúne-se com Zapatero em Madrid	meet_together		2004-11-26 21:16:00	http://www.publico.pt/1209451	Sócrates	Zapatero	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q41395
Jorge Sampaio prestou última homenagem a Fernando Valle	other		2004-11-27 15:45:00	http://www.publico.pt/1209488	Jorge Sampaio	Fernando Valle	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q10281536
Jorge Sampaio recebe Santana Lopes às 18h00	meet_together		2004-11-30 16:52:00	http://www.publico.pt/1209705	Jorge Sampaio	Santana Lopes	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q239248
Pacheco Pereira incentiva Cavaco a candidatar-se a primeiro-ministro	other		2004-12-01 11:07:00	http://www.publico.pt/1209784	Pacheco Pereira	Cavaco	https://www.wikidata.org/wiki/Q6293647	https://www.wikidata.org/wiki/Q57398
Jorge Sampaio vai reunir-se com Mota Amaral	meet_together		2004-12-02 18:11:00	http://www.publico.pt/1209911	Jorge Sampaio	Mota Amaral	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q745134
Cavaco Silva diz ser absurdo pensar que artigo tenha influenciado Sampaio	other		2004-12-02 20:56:00	http://www.publico.pt/1209927	Cavaco Silva	Sampaio	https://www.wikidata.org/wiki/Q57398	https://www.wikidata.org/wiki/Q156780
Manuel Alegre avisa que é preciso combater discurso de Cavaco Silva	ent1_opposes_ent2		2004-12-03 09:55:00	http://www.publico.pt/1209965	Manuel Alegre	Cavaco Silva	https://www.wikidata.org/wiki/Q737410	https://www.wikidata.org/wiki/Q57398
Santana Lopes garante aprovação do OE e critica actuação de Jorge Sampaio	ent1_opposes_ent2		2004-12-03 15:33:00	http://www.publico.pt/1209996	Santana Lopes	Jorge Sampaio	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q156780
Santana Lopes diz que Sampaio lhe garantiu três vezes que não dissolvia o Parlamento	other		2004-12-04 07:59:00	http://www.publico.pt/1210029	Santana Lopes	Sampaio	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q156780
Santana Lopes nega qualquer contradição na decisão de Sampaio	other		2004-12-04 17:16:00	http://www.publico.pt/1210056	Santana Lopes	Sampaio	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q156780
José Sócrates considera discurso de Santana Lopes "insolente"	ent1_opposes_ent2		2004-12-04 19:12:00	http://www.publico.pt/1210065	José Sócrates	Santana Lopes	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q239248
Santana Lopes acusa Sócrates de estar ligado aos interesses económicos	ent1_opposes_ent2		2004-12-06 20:47:00	http://www.publico.pt/1210194	Santana Lopes	Sócrates	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q182367
Morais Sarmento: decisão de Jorge Sampaio revelou imaturidade política	ent1_opposes_ent2		2004-12-09 08:43:00	http://www.publico.pt/1210349	Morais Sarmento	Jorge Sampaio	https://www.wikidata.org/wiki/Q10338225	https://www.wikidata.org/wiki/Q156780
Morais Sarmento justifica críticas a Jorge Sampaio	ent1_opposes_ent2		2004-12-09 18:30:00	http://www.publico.pt/1210404	Morais Sarmento	Jorge Sampaio	https://www.wikidata.org/wiki/Q10338225	https://www.wikidata.org/wiki/Q156780
Dias Loureiro aconselhou Santana Lopes a demitir-se	other		2004-12-10 18:06:00	http://www.publico.pt/1210506	Dias Loureiro	Santana Lopes	https://www.wikidata.org/wiki/Q10324087	https://www.wikidata.org/wiki/Q239248
Paulo Portas reafirma "lealdade" para com Santana Lopes	ent1_supports_ent2		2004-12-11 23:28:00	http://www.publico.pt/1210581	Paulo Portas	Santana Lopes	https://www.wikidata.org/wiki/Q58161	https://www.wikidata.org/wiki/Q239248
Almeida Santos acusa Durão Barroso de ter deixado um "Governo morto"	ent1_opposes_ent2		2004-12-17 08:21:00	http://www.publico.pt/1211030	Almeida Santos	Durão Barroso	https://www.wikidata.org/wiki/Q611579	https://www.wikidata.org/wiki/Q15849
Maria José Ritta substituiu Sampaio na inauguração de nave desportiva	ent1_replaces_ent2		2004-12-18 20:18:00	http://www.publico.pt/1211159	Maria José Ritta	Sampaio	https://www.wikidata.org/wiki/Q82322	https://www.wikidata.org/wiki/Q156780
PS acusa Santana Lopes de desautorizar Rui Rio ao decidir condecorar FC Porto	more_entities		2004-12-21 12:52:00	http://www.publico.pt/1211348	Santana Lopes	Rui Rio	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q7378729
Santana volta a criticar Sampaio por dissolução do Parlamento	ent1_opposes_ent2		2004-12-28 21:24:00	http://www.publico.pt/1211866	Santana	Sampaio	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q156780
Paulo Pedroso queixa-se de Pinto Pereira à Ordem dos Advogados	ent1_opposes_ent2		2004-12-29 09:00:00	http://www.publico.pt/1211888	Paulo Pedroso	Pinto Pereira	https://www.wikidata.org/wiki/Q7155277	None
PSD lança Zita Seabra contra Matilde Sousa Franco	ent1_opposes_ent2		2004-12-31 07:39:00	http://www.publico.pt/1212035	Zita Seabra	Matilde Sousa Franco	https://www.wikidata.org/wiki/Q206147	None
José Sócrates tem a última palavra sobre candidatura de Paulo Pedroso por Setúbal	other		2005-01-04 07:43:00	http://www.publico.pt/1212228	José Sócrates	Paulo Pedroso	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q7155277
Santana desvaloriza recusa de Cavaco em aparecer nos cartazes do PSD	other		2005-01-04 17:58:00	http://www.publico.pt/1212283	Santana	Cavaco	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q57398
Pôncio Monteiro: "Santana Lopes não me desconvidou"	other		2005-01-04 18:54:00	http://www.publico.pt/1212286	Pôncio Monteiro	Santana Lopes	https://www.wikidata.org/wiki/Q10355764	https://www.wikidata.org/wiki/Q239248
Sócrates diz que PS separou política e justiça no caso de Paulo Pedroso	other		2005-01-05 23:18:00	http://www.publico.pt/1212393	Sócrates	Paulo Pedroso	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q7155277
Paulo Portas rejeita debate com Marques Mendes em Aveiro	other		2005-01-10 18:49:00	http://www.publico.pt/1212730	Paulo Portas	Marques Mendes	https://www.wikidata.org/wiki/Q58161	https://www.wikidata.org/wiki/Q550243
Arnaut acusa Sócrates de não ter projectos e de temer debates	ent1_opposes_ent2		2005-01-11 10:37:00	http://www.publico.pt/1212783	Arnaut	Sócrates	https://www.wikidata.org/wiki/Q3186389	https://www.wikidata.org/wiki/Q182367
Santana Lopes recusou pedido de demissão de Morais Sarmento	ent1_opposes_ent2		2005-01-11 22:43:00	http://www.publico.pt/1212844	Santana Lopes	Morais Sarmento	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q10338225
Paulo Portas recusa comentar polémica sobre visita de Morais Sarmento	other		2005-01-12 16:33:00	http://www.publico.pt/1212915	Paulo Portas	Morais Sarmento	https://www.wikidata.org/wiki/Q58161	https://www.wikidata.org/wiki/Q10338225
Santana reitera desafio a Sócrates e diz que "recusar debater é enganar"	ent1_opposes_ent2		2005-01-12 23:26:00	http://www.publico.pt/1212949	Santana	Sócrates	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q182367
Jaime Ramos diz que Sampaio foi à China para desbloquear venda de armas	ent1_opposes_ent2		2005-01-13 14:07:00	http://www.publico.pt/1212996	Jaime Ramos	Sampaio	https://www.wikidata.org/wiki/Q48856511	https://www.wikidata.org/wiki/Q156780
Morais Sarmento acusa Sócrates de ter "muita cosmética e pouca substância"	ent1_opposes_ent2		2005-01-14 09:28:00	http://www.publico.pt/1213073	Morais Sarmento	Sócrates	https://www.wikidata.org/wiki/Q10338225	https://www.wikidata.org/wiki/Q182367
Santana Lopes revela que pensou substituir Bagão Félix	other		2005-01-15 08:52:00	http://www.publico.pt/1213164	Santana Lopes	Bagão Félix	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q2857730
Portas desafia Sócrates a pedir desculpa a Bagão Félix	more_entities		2005-01-15 09:53:00	http://www.publico.pt/1213166	Portas	Bagão Félix	https://www.wikidata.org/wiki/Q58161	https://www.wikidata.org/wiki/Q2857730
Santana Lopes acusa Sócrates de querer governar com políticas do PSD	ent1_opposes_ent2		2005-01-16 19:25:00	http://www.publico.pt/1213255	Santana Lopes	Sócrates	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q182367
Jorge Coelho diz que Santana Lopes é o "rei das trapalhadas"	ent1_opposes_ent2	1	2005-01-16 21:45:00	http://www.publico.pt/1213261	Jorge Coelho	Santana Lopes	https://www.wikidata.org/wiki/Q3183808	https://www.wikidata.org/wiki/Q239248
Sócrates acusa Santana de vender ilusões	ent1_opposes_ent2		2005-01-17 20:16:00	http://www.publico.pt/1213341	Sócrates	Santana	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q239248
Francisco Assis critica acusações de Nuno Cardoso ao sistema judicial	ent1_opposes_ent2		2005-01-20 13:32:00	http://www.publico.pt/1213592	Francisco Assis	Nuno Cardoso	https://www.wikidata.org/wiki/Q656518	https://www.wikidata.org/wiki/Q10338167
José Sócrates diz que não aceita desculpas de Santana Lopes e do PSD	other		2005-01-20 22:15:00	http://www.publico.pt/1213650	José Sócrates	Santana Lopes	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q239248
Liderança do PSD: Santana desvaloriza intenções de Marques Mendes	ent1_opposes_ent2		2005-01-22 15:35:00	http://www.publico.pt/1213790	Santana	Marques Mendes	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q550243
Júlio Machado Vaz ataca Guterres na Convenção Novas Fronteiras	ent1_opposes_ent2		2005-01-22 19:04:00	http://www.publico.pt/1213799	Júlio Machado Vaz	Guterres	https://www.wikidata.org/wiki/Q10313446	https://www.wikidata.org/wiki/Q311440
António José Seguro: comício de Marcelo não serviu para apoiar Santana Lopes	more_entities		2005-01-24 10:09:00	http://www.publico.pt/1213879	António José Seguro	Santana Lopes	https://www.wikidata.org/wiki/Q1580316	https://www.wikidata.org/wiki/Q239248
José Sócrates vai encontrar-se com Durão Barroso em Bruxelas	meet_together		2005-01-24 16:21:00	http://www.publico.pt/1213919	José Sócrates	Durão Barroso	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q15849
Jerónimo de Sousa acusa Santana Lopes de fugir aos debates	ent1_opposes_ent2		2005-01-24 17:58:00	http://www.publico.pt/1213933	Jerónimo de Sousa	Santana Lopes	https://www.wikidata.org/wiki/Q1688029	https://www.wikidata.org/wiki/Q239248
Pedro Santana Lopes segura Nuno Morais Sarmento	ent1_supports_ent2		2005-01-24	https://arquivo.pt/wayback/20050124193532/http://dn.sapo.pt/2005/01/11/ultimas/Santana_Lopes_segura_Morais_Sarm.html	Pedro Santana Lopes	Nuno Morais Sarmento	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q10338225
Carlos César demarca-se das declarações de Sampaio sobre autonomias regionais	ent1_opposes_ent2		2005-01-25 16:12:00	http://www.publico.pt/1214019	Carlos César	Sampaio	https://www.wikidata.org/wiki/Q2571494	https://www.wikidata.org/wiki/Q156780
Paulo Portas tenta esvaziar polémica com o PSD e não responde a carta de Morais Sarmento	more_entities		2005-01-27 09:47:00	http://www.publico.pt/1214221	Paulo Portas	Morais Sarmento	https://www.wikidata.org/wiki/Q58161	https://www.wikidata.org/wiki/Q10338225
Santana diz-se ofendido com acusação de que proferiu insinuações sobre José Sócrates	other		2005-02-01 16:24:00	http://www.publico.pt/1214703	Santana	José Sócrates	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q182367
Nobre Guedes apela a levantamento popular para impedir entrada de Sócrates em Coimbra	more_entities		2005-02-03 16:34:00	http://www.publico.pt/1214923	Nobre Guedes	Sócrates	https://www.wikidata.org/wiki/Q10321580	https://www.wikidata.org/wiki/Q182367
Paulo Portas apoia indignação de Nobre Guedes mas demarca-se das suas declarações	ent1_supports_ent2		2005-02-03 17:40:00	http://www.publico.pt/1214934	Paulo Portas	Nobre Guedes	https://www.wikidata.org/wiki/Q58161	https://www.wikidata.org/wiki/Q10321580
Bagão considera normal que Santana não o proponha para ministro das Finanças	other		2005-02-04 22:34:00	http://www.publico.pt/1215043	Bagão	Santana	https://www.wikidata.org/wiki/Q2857730	https://www.wikidata.org/wiki/Q239248
Santana Lopes quer Miguel Cadilhe como vice-primeiro-ministro	ent1_supports_ent2		2005-02-05 07:33:00	http://www.publico.pt/1215052	Santana Lopes	Miguel Cadilhe	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q732154
Santana Lopes lança ataque cerrado a António Guterres	ent1_opposes_ent2		2005-02-06 16:56:00	http://www.publico.pt/1215129	Santana Lopes	António Guterres	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q311440
José Sócrates acusa Santana Lopes de usar meios do Estado para fazer campanha	ent1_opposes_ent2		2005-02-08 08:34:00	http://www.publico.pt/1215240	José Sócrates	Santana Lopes	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q239248
Santana acusa Sócrates de nervosismo	ent1_opposes_ent2		2005-02-09 20:53:00	http://www.publico.pt/1215368	Santana	Sócrates	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q182367
Santana Lopes lembra que Sá Carneiro também foi "muito atacado"	other		2005-02-12 21:21:00	http://www.publico.pt/1215603	Santana Lopes	Sá Carneiro	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q367010
Bagão Félix acusa Francisco Louçã de "mentir conscientemente"	ent1_opposes_ent2		2005-02-16 20:50:00	http://www.publico.pt/1216020	Bagão Félix	Francisco Louçã	https://www.wikidata.org/wiki/Q2857730	https://www.wikidata.org/wiki/Q1442096
Sócrates diz que já "ninguém leva a sério" Pedro Santana Lopes	ent1_opposes_ent2	1	2005-02-17 08:46:00	http://www.publico.pt/1216051	Sócrates	Pedro Santana Lopes	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q239248
Francisco Louçã pronto para "discutir sobre mentiras" com Bagão Félix	other		2005-02-17 08:59:00	http://www.publico.pt/1216055	Francisco Louçã	Bagão Félix	https://www.wikidata.org/wiki/Q1442096	https://www.wikidata.org/wiki/Q2857730
Louçã acusa Portas de ser "pequenino e mesquinho na derrota"	ent1_opposes_ent2		2005-02-18 08:48:00	http://www.publico.pt/1216151	Louçã	Portas	https://www.wikidata.org/wiki/Q1442096	https://www.wikidata.org/wiki/Q58161
Durão Barroso felicita Sócrates e solidariza-se com Santana	more_entities		2005-02-20 21:25:00	http://www.publico.pt/1216380	Durão Barroso	Santana	https://www.wikidata.org/wiki/Q15849	https://www.wikidata.org/wiki/Q239248
António Vitorino vai fazer parte do Governo de José Sócrates	ent1_supports_ent2		2005-02-22 12:58:00	http://www.publico.pt/1216530	António Vitorino	José Sócrates	https://www.wikidata.org/wiki/Q200941	https://www.wikidata.org/wiki/Q182367
Leonor Beleza apoia eventual candidatura de Ferreira Leite à liderança do PSD	ent1_supports_ent2		2005-02-26 09:51:00	http://www.publico.pt/1216850	Leonor Beleza	Ferreira Leite	https://www.wikidata.org/wiki/Q6526652	https://www.wikidata.org/wiki/Q444059
Mário Soares faz exigências a José Sócrates	ent1_opposes_ent2		2005-03-02	https://arquivo.pt/wayback/20050302221446/http://dn.sapo.pt/2005/02/13/nacional/mario_soares_exigencias_a_jose_socra.html	Mário Soares	José Sócrates	https://www.wikidata.org/wiki/Q156781	https://www.wikidata.org/wiki/Q182367
Sócrates já comunicou elenco governativo a Jorge Sampaio	other		2005-03-04 19:39:00	http://www.publico.pt/1217361	Sócrates	Jorge Sampaio	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q156780
Ramalho Eanes defende nomeação de Freitas do Amaral	ent1_supports_ent2		2005-03-09 12:47:00	http://www.publico.pt/1217731	Ramalho Eanes	Freitas do Amaral	https://www.wikidata.org/wiki/Q60114	https://www.wikidata.org/wiki/Q438868
Alberto Martins substitui Seguro na liderança do grupo parlamentar do PS	ent1_replaces_ent2		2005-03-09 19:15:00	http://www.publico.pt/1217780	Alberto Martins	Seguro	https://www.wikidata.org/wiki/Q2831797	https://www.wikidata.org/wiki/Q1580316
Jorge Coelho substitui José Magalhães na "Quadratura do Círculo"	ent1_replaces_ent2		2005-03-10 11:24:00	http://www.publico.pt/1217819	Jorge Coelho	José Magalhães	https://www.wikidata.org/wiki/Q3183808	https://www.wikidata.org/wiki/Q17285265
Marques Guedes vai substituir Guilherme Silva na liderança da bancada do PSD	ent1_replaces_ent2		2005-03-10 17:45:00	http://www.publico.pt/1217849	Marques Guedes	Guilherme Silva	https://www.wikidata.org/wiki/Q11764395	https://www.wikidata.org/wiki/Q10292842
Ana Gomes critica Sócrates por ter apenas duas mulheres como ministras	ent1_opposes_ent2		2005-03-10 21:52:00	http://www.publico.pt/1217872	Ana Gomes	Sócrates	https://www.wikidata.org/wiki/Q2844986	https://www.wikidata.org/wiki/Q182367
António Monteiro representa Jorge Sampaio na inauguração do Museu do Holocausto	other		2005-03-11 19:30:00	http://www.publico.pt/1217953	António Monteiro	Jorge Sampaio	https://www.wikidata.org/wiki/Q2857765	https://www.wikidata.org/wiki/Q156780
Marques Mendes: Cavaco preenche todos os requisitos para as presidenciais	ent1_supports_ent2		2005-03-13 22:11:00	http://www.publico.pt/1218065	Marques Mendes	Cavaco	https://www.wikidata.org/wiki/Q550243	https://www.wikidata.org/wiki/Q57398
Manuel dos Santos substitui António Costa na vice-presidência do Parlamento Europeu	ent1_replaces_ent2		2005-03-17 17:54:00	http://www.publico.pt/1218422	Manuel dos Santos	António Costa	https://www.wikidata.org/wiki/Q6752420	https://www.wikidata.org/wiki/Q610788
Balsemão subscreve moção de António Borges	ent1_supports_ent2		2005-04-02 07:32:00	http://www.publico.pt/1219681	Balsemão	António Borges	https://www.wikidata.org/wiki/Q381029	https://www.wikidata.org/wiki/Q4777532
Sócrates sensibiliza EUA para candidatura de Guterres a cargo na ONU	ent1_supports_ent2		2005-04-02 16:05:00	http://www.publico.pt/1219721	Sócrates	Guterres	https://www.wikidata.org/wiki/Q182367	https://www.wikidata.org/wiki/Q311440
